No1_D[m]	No2_L/D	No3_alpha	No4_rhoL	No5_rhot	No6_dL[mm]	No7_fy[MPa]	No8_fc[MPa]	No9_epsilonC	No10_XL	No11_Xt
1.3943211	6.7442154	0.0748170	0.0135759	0.0016935	41.8127971	463.7350201	40.0093450	0.0025664	0.2372069	0.6001223
0.8811798	5.8140142	0.1077477	0.0261063	0.0015038	38.3963448	407.0050515	37.6474661	0.0020104	0.1285884	0.3589804
1.3800802	1.4509683	0.0767429	0.0274143	0.0128107	39.6260646	529.4513141	34.5881087	0.0012855	0.2024073	0.3130728
1.7506978	7.0125231	0.0579271	0.0103861	0.0116342	33.1916399	512.8997619	36.3897366	0.0029647	0.2264751	0.5655989
1.6294760	4.9165823	0.2395950	0.0193360	0.0045098	36.7591087	474.9887670	49.8902937	0.0029769	0.0032665	0.0074053
1.6291629	6.0171932	0.2147379	0.0186610	0.0091389	41.6854598	424.9492097	33.9926112	0.0029846	0.0195161	0.0370639
1.0385720	4.7612871	0.0607426	0.0246098	0.0096228	30.0603330	463.1718258	47.7354689	0.0023057	0.0062371	0.0100047
1.0075329	3.1034133	0.0724510	0.0162039	0.0050323	36.5734662	404.0722176	46.5129171	0.0014048	0.0371868	0.0403400
1.1207916	2.5807012	0.1491491	0.0107387	0.0029412	42.6790988	423.2985046	49.7785870	0.0027554	0.1188796	0.2409700
0.9864754	6.4527357	0.1208266	0.0242196	0.0043731	36.3542032	488.4875674	44.2009876	0.0026641	0.1370659	0.4049417
1.3316702	2.9932466	0.0939256	0.0284191	0.0062057	40.6421292	499.4661354	49.1756251	0.0016635	0.2693927	0.5176701
1.5900316	6.1679776	0.1081724	0.0151356	0.0112819	36.2250913	431.6734005	34.9493429	0.0015309	0.0493596	0.1169827
1.4010528	6.7470280	0.0502447	0.0105287	0.0012929	30.1691863	516.5407215	40.5628918	0.0024629	0.1591151	0.2758636
0.8002438	5.2542240	0.0523320	0.0209533	0.0104285	34.6551475	459.1715761	49.8756059	0.0021646	0.0263816	0.0447834
1.5830808	3.5502503	0.2312779	0.0165170	0.0148439	28.1830973	514.3382446	36.4786275	0.0014846	0.0389016	0.0713862
1.0841899	6.4098680	0.2375397	0.0222146	0.0108538	40.1476147	443.9508782	39.7706366	0.0011945	0.0146046	0.0313569
0.8298197	3.3047504	0.1025363	0.0106660	0.0139247	38.7628615	506.4257028	36.0539979	0.0017080	0.1158344	0.3028205
1.3630104	4.7242247	0.1505408	0.0248839	0.0044624	35.7563888	419.9195341	41.5603483	0.0013828	0.0164911	0.0415290
0.8118879	4.8902972	0.0719126	0.0103148	0.0023720	28.8208224	457.0045221	48.0708217	0.0025727	0.2041775	0.2061535
1.2489047	1.6921055	0.1824582	0.0275004	0.0109726	36.4859809	525.0331646	48.5370548	0.0028484	0.1351488	0.2641511
1.2156799	5.3276130	0.0861571	0.0123830	0.0029737	31.3628975	489.9143508	30.1439023	0.0029625	0.0424758	0.0823381
1.7701544	1.3015105	0.2314277	0.0218630	0.0108428	39.7382705	549.8894720	32.9576903	0.0017649	0.2256744	0.3572660
1.6918995	5.8034665	0.2041475	0.0223834	0.0130215	30.4845615	475.7512414	31.9157629	0.0027047	0.1772123	0.3762135
1.2505856	3.7079780	0.2345598	0.0171571	0.0114000	36.7065041	444.0261529	41.1257923	0.0019020	0.1383344	0.4084095
1.6703911	7.5829481	0.1545371	0.0241134	0.0035016	38.1397097	429.8241265	49.4318656	0.0021216	0.0453645	0.1275597
1.6518730	2.9134349	0.0877672	0.0203111	0.0141559	42.6956910	432.0875367	49.0348500	0.0012522	0.1117668	0.2678579
1.3183466	2.8740014	0.2444861	0.0223960	0.0091365	31.5379794	403.9654147	42.3239378	0.0022251	0.1059737	0.2505366
1.6700597	6.9637086	0.2128329	0.0125318	0.0070026	34.2421711	441.9010436	30.4700386	0.0026326	0.1743101	0.2413385
1.0851850	4.2485269	0.0881044	0.0227826	0.0108447	32.6847029	462.8073714	33.4558693	0.0019512	0.1651984	0.3540182
1.4993177	7.9225354	0.2430348	0.0205106	0.0138404	33.7246451	442.0728632	31.8684574	0.0013620	0.2600907	0.5566005
1.5816213	1.9503080	0.1309590	0.0188233	0.0047310	41.7848821	451.9571820	43.9159410	0.0020580	0.1857620	0.2282513
1.3939788	6.0839154	0.1304164	0.0186963	0.0100244	39.4513597	510.3497385	45.7002069	0.0029174	0.0115379	0.0337002
1.0096782	6.3170622	0.2103077	0.0247085	0.0105925	32.5589456	537.1754340	31.0634801	0.0023506	0.1216954	0.3269397
1.3566869	5.6114443	0.1051955	0.0192767	0.0112772	28.2031608	427.5934716	47.1510108	0.0023186	0.0664417	0.1656466
1.6460808	3.1985920	0.2106512	0.0247961	0.0040928	33.2671516	477.3518882	47.4760238	0.0020378	0.1409896	0.1973636
1.5419519	6.2079518	0.0624233	0.0182900	0.0133718	37.2319204	473.9452092	37.8883287	0.0018754	0.1240928	0.2626908
1.5440611	5.9514868	0.1626991	0.0246881	0.0022814	32.7529045	537.7349722	38.3238893	0.0025632	0.2650929	0.6783888
1.3541490	6.4082205	0.1904623	0.0117734	0.0057277	41.7236096	524.3418028	48.8329009	0.0019462	0.0938505	0.1012036
1.1994045	6.5612443	0.0636281	0.0197294	0.0086479	31.8733600	425.6178759	39.9114700	0.0011524	0.0912660	0.1518655
1.5392656	2.9585387	0.1744486	0.0234168	0.0140590	33.0961885	417.8231297	49.7249419	0.0016379	0.0672864	0.1273110
1.4333552	3.2407476	0.2243464	0.0283658	0.0072834	36.6465368	535.8903927	40.3590855	0.0023998	0.0441194	0.0781864
0.9736629	7.5375122	0.0832506	0.0214716	0.0113233	41.5438531	457.2124576	33.4098982	0.0029172	0.2323641	0.5329892
1.5399096	2.2441471	0.1906450	0.0195662	0.0068283	30.4683465	439.6622495	43.2118488	0.0026386	0.0632537	0.0706618
0.8004044	3.0228598	0.0644581	0.0286697	0.0102940	36.6216341	547.8800725	31.8103411	0.0025150	0.1725525	0.3349004
1.3374655	4.5404900	0.1615503	0.0148144	0.0070624	42.7032222	450.0375952	40.5990411	0.0019269	0.0870265	0.1644559
1.2894915	6.1598133	0.1178425	0.0172955	0.0118101	40.8831948	463.7947543	30.7833536	0.0020859	0.1046544	0.2171029
1.0165501	5.5889249	0.0632596	0.0254866	0.0046221	33.9692012	461.4860436	49.7014643	0.0028799	0.0414347	0.0953787
1.6996262	5.4893654	0.0618356	0.0157889	0.0137348	41.5189684	481.7288130	33.1248847	0.0021694	0.0426325	0.1219707
1.6541283	2.6575415	0.1304236	0.0137071	0.0098389	34.5301896	503.8639047	31.3782817	0.0028473	0.0282922	0.0336765
1.2498096	7.3734538	0.2098151	0.0182802	0.0044890	28.1108655	414.8359321	40.3408931	0.0027180	0.1422804	0.1703007
0.8446145	7.7054229	0.2435674	0.0170324	0.0061715	28.5077205	414.6818866	39.6115466	0.0025536	0.0768055	0.1106925
1.6107152	1.5221616	0.0616597	0.0161850	0.0136387	33.0296519	486.2366933	41.8415454	0.0018398	0.1351506	0.1825139
0.8436301	3.4857408	0.0532377	0.0231760	0.0044594	40.2293017	443.2968843	42.0522018	0.0014311	0.1035701	0.1261882
1.0203265	4.7518948	0.1370231	0.0148871	0.0045278	42.9742129	526.4232709	41.0727475	0.0028058	0.2954487	0.4811182
1.0226143	7.8697603	0.0536524	0.0276639	0.0091561	40.7354694	549.7507583	35.0603194	0.0020035	0.0544462	0.0771487
1.7556779	6.3636128	0.2332106	0.0288279	0.0133603	36.1800390	469.1085445	32.1177828	0.0026280	0.2491508	0.2937700
0.9147016	2.9782636	0.0620044	0.0162848	0.0026292	39.7782841	401.6556515	42.6883353	0.0028439	0.1574161	0.1600302
1.1957701	3.1358110	0.1171412	0.0136614	0.0065332	42.3904481	541.1109939	33.2426029	0.0021649	0.0650919	0.1743475
0.8228102	4.0017665	0.2088484	0.0155424	0.0123331	38.3676664	473.8144628	49.6372160	0.0012095	0.1628471	0.2275547
1.7001695	4.0426930	0.1195733	0.0150242	0.0091573	37.6034443	471.1371038	45.6270264	0.0026963	0.1403516	0.1406341
1.4773598	6.4050602	0.0514584	0.0185439	0.0131500	37.0405636	406.4760282	39.7290527	0.0027092	0.2175716	0.4318939
1.3206132	5.0056747	0.1224924	0.0147029	0.0108474	33.0065689	501.7420086	36.1123696	0.0029574	0.1390834	0.3762780
1.5713279	5.0933298	0.1789357	0.0113509	0.0057009	29.6198241	508.0108323	31.3381654	0.0027364	0.2980564	0.5968181
0.9711017	7.6306718	0.0868975	0.0137390	0.0132471	40.5364937	444.4649902	41.1077522	0.0015035	0.0048228	0.0070801
1.4114210	1.9458184	0.0914807	0.0104900	0.0094757	39.4902225	515.8232007	38.3709201	0.0015461	0.2279514	0.2593165
1.1715401	6.7124314	0.2368247	0.0108991	0.0102813	40.8293226	505.6057038	35.0793731	0.0021129	0.1497566	0.3812406
1.5326563	2.9073316	0.1889452	0.0146251	0.0072846	30.1075474	512.7415498	30.6091633	0.0025511	0.0012497	0.0029001
1.1876047	4.6366831	0.1275492	0.0129541	0.0016594	28.8432243	497.6856522	40.0084639	0.0024188	0.1844461	0.5408585
0.9884467	3.1852666	0.1921144	0.0299936	0.0037546	33.0941077	442.0217827	45.5849583	0.0028200	0.0094187	0.0279814
1.1154240	4.8942510	0.0859771	0.0213896	0.0139632	39.9004198	503.7146573	41.6395117	0.0015105	0.0018120	0.0035014
1.2718972	6.8099032	0.2186185	0.0216439	0.0099699	29.7148401	473.2857905	48.3923893	0.0027998	0.1724557	0.3406209
1.6534101	4.5046256	0.1677369	0.0211400	0.0086959	32.4656462	408.4392837	46.4409230	0.0011927	0.1561024	0.3865890
1.1275708	7.7510833	0.2460430	0.0102768	0.0104921	31.8618295	466.5518930	39.3662126	0.0020373	0.1995970	0.2482714
0.9934002	1.9286096	0.2361681	0.0181936	0.0114049	42.5604840	444.4705606	44.9859319	0.0027350	0.0684809	0.1757072
1.3083669	5.6860062	0.0624289	0.0150774	0.0071940	31.6350830	400.0638314	36.9098591	0.0021077	0.0140429	0.0270216
1.0911584	3.1008733	0.0888900	0.0150116	0.0098331	40.8596780	421.3925720	49.7048288	0.0025021	0.0257602	0.0601840
1.1767989	1.7978519	0.1046786	0.0262469	0.0141267	38.6738658	466.5675900	39.7551200	0.0029497	0.2779317	0.4918673
1.4057249	7.2980736	0.1416476	0.0228278	0.0047412	36.0303775	535.7313167	34.2618932	0.0011941	0.0678274	0.1598272
1.0045836	5.5870744	0.0739158	0.0210393	0.0030394	28.2634238	539.1095753	36.4277582	0.0017063	0.2696918	0.3179266
0.8766673	5.4702358	0.1415765	0.0236862	0.0013906	41.6030514	470.4301686	33.0238907	0.0019624	0.0426707	0.1100252
0.9869420	6.1732724	0.1658888	0.0126201	0.0079042	33.8970610	507.0032392	40.4206270	0.0021895	0.0366414	0.0726659
0.8407998	3.7514204	0.1372674	0.0249246	0.0054563	38.5764636	414.7059718	44.5426368	0.0021864	0.2803552	0.5112799
0.9167411	6.9501762	0.0726610	0.0109844	0.0042439	37.8967414	477.1619117	47.7290260	0.0028549	0.2228484	0.5818134
1.1756846	4.3063954	0.1911428	0.0153206	0.0133329	28.1867488	504.2251018	38.5924229	0.0012803	0.0633238	0.1853617
1.3346191	7.6845332	0.0868495	0.0259192	0.0102454	35.9946290	522.3529079	31.6597272	0.0011556	0.1620401	0.1987927
1.7153349	5.5843395	0.1600623	0.0287941	0.0056760	36.6045232	513.7511934	41.4275363	0.0012706	0.0709325	0.1963994
1.7291635	6.6526010	0.0581648	0.0122613	0.0025880	35.1727065	508.3215592	30.4714557	0.0026981	0.1363092	0.1956138
1.2811723	6.1929072	0.0749943	0.0259832	0.0042601	34.1603825	524.3939608	33.1229252	0.0013096	0.0735245	0.0877092
1.6934748	4.8517737	0.1443061	0.0235372	0.0138209	38.8359152	473.9782250	44.3456456	0.0026698	0.0852479	0.2396356
1.3523529	6.0392543	0.1552369	0.0136885	0.0049301	34.1866390	404.3031778	37.9161535	0.0020281	0.1768618	0.4858983
1.4523813	4.2622752	0.1019766	0.0292948	0.0126757	40.2519714	523.8914561	38.5954233	0.0028820	0.1683720	0.2874936
1.0181316	1.5966078	0.1274205	0.0164733	0.0063968	28.7197997	520.5728201	47.7170945	0.0015594	0.1447924	0.3481168
1.2958927	4.3986348	0.1955935	0.0135056	0.0106470	30.8348106	418.9328785	45.7202078	0.0023303	0.2770227	0.6730092
1.7229844	7.7705891	0.1593890	0.0274228	0.0058009	42.3513168	548.8126010	42.7476678	0.0011840	0.0241288	0.0380515
1.4047469	5.2138592	0.1124144	0.0112200	0.0106676	34.9045816	532.3898364	35.1559221	0.0027410	0.1362566	0.3763785
1.1831700	4.9055304	0.1746750	0.0284694	0.0058704	41.9040062	432.9673649	32.4577479	0.0029880	0.0821782	0.1686929
1.3864499	4.1963666	0.0852961	0.0176646	0.0106141	32.9009783	549.2579104	48.9847045	0.0026057	0.1900984	0.5010009
1.3691613	7.6439713	0.1821459	0.0229754	0.0040068	37.1689673	425.8524330	34.5420383	0.0013843	0.0294212	0.0438973
1.1521247	6.0810504	0.1898412	0.0286497	0.0133044	28.1443804	445.2723752	35.3091009	0.0016464	0.0482564	0.0798111
1.4195801	6.4706805	0.0953030	0.0120850	0.0038569	34.8735648	538.9204006	39.8233499	0.0024162	0.2912946	0.3352381
1.4215512	6.2475639	0.1502249	0.0148342	0.0079084	28.2401861	441.2811552	46.4530527	0.0016174	0.2873147	0.4506736
1.1523205	3.7158179	0.2052070	0.0173859	0.0075022	32.9370581	516.7561107	46.6833790	0.0029626	0.1175102	0.2504209
1.1780379	6.1669459	0.2267737	0.0119795	0.0093935	40.2484916	403.8100149	41.6275727	0.0013528	0.1267469	0.2911115
1.5468652	3.6002006	0.2411532	0.0198762	0.0091463	40.1463219	433.7449219	39.4824855	0.0024434	0.2571206	0.3438057
0.9622492	3.9905730	0.1455350	0.0124944	0.0081971	29.3688106	522.6325577	45.2224739	0.0014238	0.0296800	0.0583789
1.2330660	7.0043571	0.1045751	0.0249430	0.0115218	35.4263387	445.6266976	34.1665604	0.0029978	0.0533700	0.0655809
1.4255591	5.8284810	0.0836549	0.0284497	0.0023860	41.8658727	470.8572731	31.4776714	0.0022915	0.1338382	0.2399751
1.7684440	7.3310328	0.0805959	0.0127153	0.0055749	34.0713355	436.0804384	47.1868091	0.0018934	0.1238329	0.1380418
1.5984448	6.5880805	0.0909270	0.0139360	0.0049352	41.5498478	426.1663926	45.4965026	0.0010571	0.1674558	0.2716635
1.5444557	7.7587107	0.1874680	0.0181753	0.0139730	32.4528929	535.7130974	31.4531562	0.0011932	0.0854355	0.2327152
1.6611501	3.4980204	0.1068692	0.0258004	0.0089750	34.7398163	522.7714683	34.9167915	0.0020292	0.1328952	0.2635688
0.8532372	4.2455923	0.0672362	0.0136242	0.0148937	28.4191040	433.7125514	48.3275005	0.0026848	0.1919194	0.2886523
1.4758270	6.6695853	0.2224874	0.0155395	0.0135638	38.4077414	418.1496365	33.3561322	0.0021404	0.2530106	0.5787549
1.2131673	6.9515709	0.1575798	0.0197773	0.0148798	31.6077228	420.6732702	39.0177282	0.0028507	0.2489619	0.4575524
1.6887040	5.6500270	0.0861844	0.0185489	0.0132344	32.2150331	531.6457221	33.9817201	0.0012134	0.2232213	0.3839807
1.4059930	1.6621370	0.2109562	0.0147485	0.0048964	31.8863485	415.2577278	35.0730139	0.0021986	0.0242676	0.0528549
0.9955292	3.1309092	0.1528879	0.0192061	0.0111064	42.7118850	495.3799260	35.7968411	0.0010925	0.0388275	0.0743028
1.1168300	4.1474473	0.0768903	0.0253658	0.0071587	42.9825929	549.9129486	42.7227245	0.0022025	0.2510951	0.4716194
0.8367241	4.7424923	0.0692102	0.0291826	0.0067241	32.6168141	513.2848880	40.1992144	0.0011385	0.0565855	0.0568184
1.7480913	2.2824590	0.0579819	0.0120173	0.0090199	42.4839220	449.1903088	45.4291845	0.0024603	0.1573546	0.2863640
1.3062782	3.6663894	0.1821070	0.0212899	0.0028290	32.9222614	532.2736532	48.9007506	0.0025573	0.0770214	0.1913073
0.9337311	5.6674242	0.0969098	0.0131955	0.0041716	31.6855259	526.6307364	36.1113342	0.0015212	0.2621814	0.4615744
1.7756561	4.7622110	0.1803398	0.0151809	0.0073856	39.5020043	520.7282796	48.8707601	0.0027985	0.0831050	0.1258879
0.9790200	4.1391969	0.2405305	0.0260204	0.0071278	42.0388436	432.4273512	34.2108355	0.0010054	0.1431800	0.1806287
1.5925793	2.9428580	0.2405037	0.0107720	0.0114280	35.6475585	530.3535297	45.6604083	0.0019739	0.1077179	0.1155209
1.7859607	6.2013844	0.1857542	0.0291220	0.0057227	41.1352543	465.4421865	34.3637841	0.0011346	0.0927287	0.2127691
1.7974120	4.5427645	0.2363843	0.0259042	0.0083332	33.9610451	534.9270059	34.0466642	0.0022693	0.2096701	0.5594710
1.5715716	7.5290412	0.1540965	0.0140693	0.0084735	41.3114639	445.2625721	39.7614410	0.0026117	0.1506232	0.3033165
1.6201659	3.9847180	0.2176795	0.0160317	0.0122597	35.4994210	479.6610681	30.2084834	0.0022098	0.0614052	0.0863025
1.7961611	7.5990683	0.0955833	0.0126412	0.0081346	41.6008632	488.6918659	38.9409999	0.0025641	0.0878477	0.1543146
1.7081243	1.6381798	0.0930875	0.0247290	0.0109112	39.7712382	402.8426062	48.8632530	0.0013221	0.1604029	0.4459554
1.0794254	2.1020142	0.2369008	0.0132015	0.0068183	28.0951630	429.2913300	32.7362204	0.0013277	0.0522780	0.0967975
1.7547766	3.0194359	0.1316371	0.0131113	0.0139165	41.8987382	491.0773130	30.5207061	0.0013473	0.0834221	0.2357679
1.3848870	7.1297105	0.2210517	0.0118904	0.0095474	36.3286903	444.1387844	34.6123994	0.0017512	0.2042772	0.5871423
1.5684635	6.6828463	0.0965393	0.0115881	0.0121787	37.9825531	500.5727710	39.8147619	0.0014310	0.0170762	0.0216134
1.4143600	4.3563168	0.0880651	0.0276707	0.0057969	33.9121108	490.0382663	43.0561492	0.0022028	0.1313771	0.3117535
1.2083698	4.1501268	0.1172896	0.0239096	0.0095753	35.4538403	410.5881099	36.6829515	0.0017282	0.2938481	0.7104198
1.6503122	1.7378378	0.1849656	0.0127920	0.0147932	37.8130562	441.3637321	46.2640406	0.0018828	0.2288778	0.2532518
0.8253452	7.7338433	0.0925987	0.0261423	0.0048608	41.6645832	489.0350979	31.1863718	0.0017025	0.1065607	0.2282948
1.1621159	5.2642918	0.1035687	0.0184318	0.0119923	35.1010527	455.8857544	35.6141792	0.0013070	0.0576810	0.1126227
1.7958359	2.5230810	0.0757658	0.0124782	0.0111687	30.3241763	404.7606023	32.1838459	0.0011722	0.2217195	0.5999247
1.0379370	2.6514559	0.1874103	0.0268794	0.0087383	42.2869209	405.9902071	46.6271280	0.0021301	0.0090135	0.0153840
0.8981172	7.5159599	0.1501854	0.0142850	0.0011279	33.4720110	529.5899575	41.0427089	0.0029685	0.2293637	0.3054905
1.1625593	2.2245113	0.0939117	0.0111317	0.0085197	38.1000532	437.5138695	36.8365911	0.0022000	0.0276234	0.0568780
0.9665834	4.4439426	0.2449281	0.0127817	0.0094644	38.7136389	470.2208340	43.7992484	0.0026675	0.1451050	0.2448928
1.6742025	3.8353384	0.0544203	0.0193063	0.0117136	29.1152150	449.5170285	35.6355338	0.0014540	0.1477376	0.2759773
1.3679309	6.1079447	0.1422966	0.0116640	0.0097871	37.7073559	504.7779848	45.3070346	0.0014259	0.0209448	0.0237845
1.6514071	6.5929395	0.0540375	0.0238063	0.0135381	29.2106432	438.3706579	49.7885966	0.0011368	0.2868849	0.3286313
1.3985662	5.6524897	0.1878177	0.0266003	0.0117868	35.8558839	431.3691085	40.5261658	0.0021312	0.2673954	0.3454841
0.8878499	3.0164093	0.2151083	0.0166408	0.0051531	35.6848434	513.7620687	45.2513691	0.0021563	0.0986987	0.1010399
1.4244355	4.6377009	0.1352725	0.0265356	0.0078537	31.3711598	442.1282456	38.1298550	0.0015003	0.2662521	0.5943651
1.0144437	5.3729919	0.1193001	0.0165435	0.0037859	40.7315845	469.6737585	41.8864869	0.0015520	0.0250822	0.0563154
1.6853760	6.9768854	0.2458076	0.0173938	0.0033054	40.2026425	469.5800651	35.5035345	0.0029800	0.1659661	0.3493916
1.5235784	5.1841296	0.1966372	0.0254020	0.0028966	32.4601812	436.8906011	30.1984838	0.0027377	0.0891805	0.1540615
1.5006212	4.9230602	0.1734935	0.0193824	0.0013312	40.2676173	549.0948659	46.2306723	0.0022941	0.0617475	0.1383192
1.7104217	3.6775438	0.0977249	0.0277396	0.0124984	29.1279470	417.2914241	46.4239090	0.0020164	0.2255578	0.4066563
0.9382655	5.9833656	0.0770548	0.0255533	0.0114137	36.6944520	435.7774533	35.9505240	0.0011172	0.0328426	0.0804543
1.2597291	6.4503827	0.1636207	0.0233995	0.0046622	37.3783011	430.7029129	31.0743919	0.0029393	0.1727767	0.2952535
1.1435111	4.6516295	0.0871619	0.0271149	0.0132130	38.3871986	400.3070577	36.6017078	0.0026454	0.1028762	0.1579784
1.3019780	6.8373419	0.1343865	0.0124821	0.0028914	31.9172433	431.9283273	48.9824169	0.0018021	0.1419474	0.3137979
1.1280960	2.1153510	0.0575909	0.0234169	0.0057292	41.8878451	504.1825970	39.9873949	0.0010895	0.2027346	0.3638945
1.5591801	3.5305177	0.1795028	0.0151747	0.0127383	29.0492682	451.7632098	37.1347176	0.0025690	0.0731236	0.1840335
1.6403675	6.9095998	0.0888891	0.0182031	0.0129356	40.9739723	419.4830344	49.8916122	0.0016517	0.1419952	0.3653971
1.7745740	5.7016255	0.2475852	0.0221682	0.0041181	35.9016801	433.2950935	32.7287427	0.0016624	0.1487747	0.2660912
0.9877643	5.9188998	0.2421634	0.0231706	0.0060875	40.5554042	529.0573678	39.8637987	0.0011511	0.0080520	0.0122494
0.8056441	4.4536676	0.2198446	0.0272672	0.0076785	31.1788750	427.3986768	36.8398278	0.0020143	0.0765001	0.1277811
1.7743378	1.2803743	0.1123660	0.0209984	0.0129703	34.0569282	463.6123756	33.2530216	0.0015370	0.2664110	0.2941518
1.4358413	4.3390258	0.1148586	0.0274309	0.0021483	35.5534185	496.5313516	43.9883102	0.0021423	0.0974405	0.1229068
1.5170872	3.8517589	0.2492340	0.0273723	0.0115679	32.9355619	441.5616835	39.2925213	0.0022983	0.0024183	0.0062455
1.6697498	2.6201714	0.1406964	0.0222612	0.0137232	31.9052929	401.5757940	44.3753424	0.0022925	0.0589593	0.1081901
0.8343700	4.3087978	0.1433204	0.0244219	0.0127239	42.3552914	517.9847214	46.8364188	0.0018873	0.1423579	0.1753951
0.9675086	1.0653593	0.1171886	0.0257764	0.0081584	42.5140109	430.5800701	34.7350576	0.0016898	0.0678246	0.1740287
1.1736427	4.4604279	0.0783027	0.0119498	0.0070604	36.8074691	549.5076070	38.9137649	0.0018922	0.1496290	0.2991036
1.6753736	7.0780346	0.1013167	0.0193331	0.0137374	36.9878717	539.4073576	37.2802830	0.0014418	0.1123552	0.1875250
1.4782155	3.5079478	0.0511991	0.0203745	0.0112858	37.2872908	493.7731687	33.8555905	0.0027481	0.1594021	0.3969111
1.0062495	7.2023547	0.0772426	0.0151835	0.0088934	41.4326823	408.4496617	32.0976487	0.0025460	0.2318546	0.5861334
1.5287158	6.7514958	0.2244156	0.0215204	0.0058681	39.1378412	466.9938388	34.5072332	0.0017830	0.2261559	0.3373958
1.6241042	7.2642093	0.1036145	0.0217693	0.0110146	41.1480977	496.8433029	47.5432490	0.0027069	0.0769979	0.1868329
1.6873255	5.8870292	0.0934018	0.0169037	0.0079810	34.5870859	401.7871470	49.4930308	0.0013886	0.1373224	0.3855348
1.1632073	2.2823000	0.0881457	0.0204941	0.0043910	28.4062626	442.9236977	44.0824362	0.0028314	0.1470448	0.1539795
0.9406076	3.9330144	0.1332662	0.0135651	0.0140849	36.3546873	533.7087922	43.2067539	0.0024099	0.2016898	0.2233329
1.3519447	5.9026425	0.1346616	0.0267154	0.0106847	29.6106991	408.1948032	36.2350412	0.0016369	0.2796464	0.6024172
1.0644871	3.5169037	0.2423516	0.0175423	0.0146684	29.8595487	539.1242797	33.8055736	0.0012741	0.0663419	0.1603755
0.8745630	6.1695609	0.1009285	0.0266197	0.0149857	32.3276785	522.9744229	40.7813632	0.0012575	0.2277393	0.5289210
1.5900335	6.9537920	0.1964713	0.0246563	0.0062853	34.1512692	499.4197038	35.7028807	0.0029183	0.0139770	0.0373006
1.3555797	5.1236485	0.1710143	0.0162584	0.0058394	40.5001782	519.4842918	36.3748732	0.0023097	0.1546551	0.3963520
0.8193863	3.8620043	0.0517990	0.0243200	0.0083794	40.1259478	411.8095196	36.3989650	0.0021232	0.0071405	0.0101109
0.9254901	2.3958499	0.2196603	0.0256798	0.0111604	35.6250124	480.6617015	45.4106867	0.0021265	0.1365078	0.2137413
1.2532050	6.8448159	0.1277178	0.0135207	0.0134455	42.6018183	449.4510045	45.0983888	0.0012940	0.0340806	0.0656885
1.0456312	2.4989341	0.1979262	0.0293385	0.0123291	37.5681590	509.8272939	35.7775395	0.0027026	0.1523759	0.1970986
1.5988863	7.0812590	0.1253880	0.0274872	0.0096552	40.3947430	473.8352698	43.7763932	0.0012885	0.2259602	0.4785728
1.4826971	5.1064164	0.2154574	0.0297161	0.0091315	36.8631586	509.7899913	42.3346734	0.0020059	0.0823431	0.2011253
1.2530616	1.2699267	0.0958737	0.0154234	0.0080731	42.5860567	542.9419628	33.0687676	0.0019940	0.0665151	0.1469193
1.2064765	5.6718490	0.1911817	0.0221643	0.0017739	35.3295129	527.0184587	35.8705853	0.0023326	0.0180494	0.0191968
1.3506134	4.3218373	0.0549838	0.0216768	0.0046027	38.7177824	521.7356412	40.6595429	0.0018528	0.1877522	0.3036490
0.8517114	3.7129461	0.1870943	0.0170865	0.0082150	36.7933123	461.7887618	49.2239545	0.0016753	0.0595946	0.0910978
0.9249970	6.1355802	0.1642322	0.0150034	0.0048327	41.8516230	460.5285622	31.9302570	0.0013363	0.2875349	0.3207277
1.3732307	4.1765505	0.1347307	0.0280828	0.0034801	40.7064764	526.9481074	33.7389855	0.0015568	0.0120358	0.0163573
1.0866638	1.6204326	0.1298896	0.0278260	0.0084069	38.0662300	435.1139628	43.0948255	0.0014904	0.0676446	0.1507870
1.3662322	6.5073579	0.0806411	0.0187520	0.0037718	39.1107623	523.5062000	35.9882552	0.0015988	0.1726125	0.5031814
0.9515383	2.4788838	0.1350030	0.0121521	0.0077175	33.8416638	411.3919112	42.6388333	0.0027006	0.2200437	0.4987008
1.2243174	2.6246396	0.1111966	0.0110375	0.0140713	32.3622408	533.1761796	35.2903296	0.0017399	0.2762214	0.6050155
1.4219529	5.9176795	0.1468773	0.0259774	0.0016452	38.7082334	516.2096045	48.9771239	0.0019236	0.0967912	0.2446020
0.9653150	5.0517185	0.0744211	0.0241813	0.0052048	29.9642997	458.1795865	37.2100125	0.0026347	0.1202540	0.3108522
1.5657968	4.8263111	0.0768424	0.0186532	0.0136041	32.1444994	499.1721212	42.5471007	0.0026730	0.2946139	0.4485910
0.8462914	5.0418225	0.1236932	0.0204255	0.0039661	30.2777290	501.6247604	46.4358339	0.0018231	0.2799168	0.3443160
1.4583727	5.6353229	0.1109988	0.0224003	0.0026772	30.1128816	427.2403385	36.6675412	0.0025210	0.1945917	0.4367136
1.7428085	5.1841050	0.0822609	0.0151993	0.0105810	41.6666390	413.2878189	49.5955120	0.0024366	0.0325665	0.0905020
1.1480928	5.1570286	0.1364364	0.0126980	0.0054882	31.2001135	536.7777110	33.7307329	0.0026514	0.2351146	0.2669495
1.7462887	3.7839987	0.2296114	0.0285439	0.0145481	30.8904043	489.0199720	46.8551683	0.0015908	0.1976447	0.4405626
